Program_and_Year,Course_Code,Section,Course_Title_CN,Course_Title_EN,Course_Type,Instructor_CN,Instructor_EN,Schedule_and_Credits_Raw
"Department of Industrial Engineering and Management(Undergraduate Program) , Junior",IE312,A,物流管理,Logistics Management *電子化供應鏈,Department Elective Courses,丁慶榮,Ching-Jung Ting,"502 ,2603 503 ,2603 504 ,2603"
"Department of Industrial Engineering and Management(Undergraduate Program) , Junior",IE329,A,作業研究（二）,Operations ResearchII *Teaching in English,Department Compulsory Courses,吳政翰,Gen-Han Wu,"102 ,2601 103 ,2601 104 ,2601"
"Department of Industrial Engineering and Management(Undergraduate Program) , Junior",IE329,B,作業研究（二）,Operations ResearchII *Teaching in English,Department Compulsory Courses,吳政翰,Gen-Han Wu,"106 ,2601 107 ,2601 108 ,2601"
"Department of Industrial Engineering and Management(Undergraduate Program) , Junior",IE337,A,應用電子商務,Practical Electronic Commerce *電子化供應鏈,Department Elective Courses,陳胤安,CHEN YIN AN,"206 ,2603 207 ,2603 208 ,2603"
"Department of Industrial Engineering and Management(Undergraduate Program) , Junior",IE342,A,採購管理,Procurement Management *電子化供應鏈,Department Elective Courses,簡江智,,"507 ,2601 508 ,2601 509 ,2601"
"Department of Industrial Engineering and Management(Undergraduate Program) , Junior",IE346,A,電路板基礎工程,General Printed Circuit Board Technology *工業4.0－智慧生產學程,Department Elective Courses,鄭元杰,Yuan-Jye Tseng,"302 ,2601 303 ,2601 304 ,2601"
"Department of Industrial Engineering and Management(Undergraduate Program) , Junior",IE348,A,生產計畫與管制（含實驗）（二）,Production Planning and ControlII *Teaching in English,Department Compulsory Courses,蔡啟揚,Chi-Yang Tsai,"106 ,2621 107 ,2621 108 ,2621 407 ,2621"
"Department of Industrial Engineering and Management(Undergraduate Program) , Junior",IE348,B,生產計畫與管制（含實驗）（二）,Production Planning and ControlII *Teaching in English,Department Compulsory Courses,蔡啟揚,Chi-Yang Tsai,"102 ,2621 103 ,2621 104 ,2621 409 ,2621"
"Department of Industrial Engineering and Management(Undergraduate Program) , Junior",IE349,A,設施規劃（含實驗）,Facilities Planning,Department Compulsory Courses,丁慶榮,Ching-Jung Ting,"402 ,70102 403 ,70102 404 ,70102 406 ,2621"
"Department of Industrial Engineering and Management(Undergraduate Program) , Junior",IE349,B,設施規劃（含實驗）,Facilities Planning,Department Compulsory Courses,丁慶榮,Ching-Jung Ting,"402 ,70102 403 ,70102 404 ,70102 408 ,2621"
"Department of Industrial Engineering and Management(Undergraduate Program) , Junior",IE354,A,雲端科技與服務,Cloud Computing Technology and Services,Department Elective Courses,盧司堃,"SZU-KUN,LU","502 ,2601 503 ,2601 504 ,2601"
"Department of Industrial Engineering and Management(Undergraduate Program) , Junior",IE376,A,醫療品質管理,Quality Management in Healthcare,Department Elective Courses,張厚台,Hou-Tai Chang,"207 ,2601 208 ,2601 209 ,2601"
"International Bachelor Program in Engineering(Undergraduate Program), Freshmen",DE102,A,微積分（二）,Calculus II *Teaching in English,Department Compulsory Courses,阮美心,NGUYEN THI MY HANH,"502 ,2619 503 ,2619 504 ,2619"
"International Bachelor Program in Engineering(Undergraduate Program), Freshmen",DE104,A,基礎程式設計實驗（二）,Computer Programming Lab.II *Teaching in English *智慧製造學程,Department Compulsory Courses,謝建興,Jiann-Shing Shieh,"108 ,5006"
"International Bachelor Program in Engineering(Undergraduate Program), Freshmen",DE108,A,普通物理,General Physics *Teaching in English,Department Compulsory Courses,余念一,Niann-i Yu,"202 ,3104 203 ,3104 204 ,3104"
"International Bachelor Program in Engineering(Undergraduate Program), Freshmen",DE110,A,機械工程概論,Introduction to Mechanical Engineering *Teaching in English,Department Compulsory Courses,陳傳生,Chwan-Hsen Chen,"402 ,3304 403 ,3304 404 ,3304"
"International Bachelor Program in Engineering(Undergraduate Program), Freshmen",DE111,A,生技與生醫概論,Introduction to Biotechnology and Biomedicine *Teaching in English,Department Compulsory Courses,黃麗芬,Li-Fen Huang,"406 ,2113 407 ,2113 408 ,2113"
"International Bachelor Program in Engineering(Undergraduate Program), Freshmen",DE211,A,工程圖學,Engineering Drawing *Teaching in English,Department Compulsory Courses,陳松郁,"CHEN,SONG-YU","401 ,5002 506 ,5002 507 ,5002"
"International Bachelor Program in Engineering(Undergraduate Program), Freshmen",DE102,A,微積分（二）,Calculus II *Teaching in English,Department Compulsory Courses,阮美心,NGUYEN THI MY HANH,"502 ,2619 503 ,2619 504 ,2619"
"International Bachelor Program in Engineering(Undergraduate Program), Freshmen",DE104,A,基礎程式設計實驗（二）,Computer Programming Lab.II *Teaching in English *智慧製造學程,Department Compulsory Courses,謝建興,Jiann-Shing Shieh,"108 ,5006"
"International Bachelor Program in Engineering(Undergraduate Program), Freshmen",DE108,A,普通物理,General Physics *Teaching in English,Department Compulsory Courses,余念一,Niann-i Yu,"202 ,3104 203 ,3104 204 ,3104"
"International Bachelor Program in Engineering(Undergraduate Program), Freshmen",DE110,A,機械工程概論,Introduction to Mechanical Engineering *Teaching in English,Department Compulsory Courses,陳傳生,Chwan-Hsen Chen,"402 ,3304 403 ,3304 404 ,3304"
"International Bachelor Program in Engineering(Undergraduate Program), Freshmen",DE111,A,生技與生醫概論,Introduction to Biotechnology and Biomedicine *Teaching in English,Department Compulsory Courses,黃麗芬,Li-Fen Huang,"406 ,2113 407 ,2113 408 ,2113"
"International Bachelor Program in Engineering(Undergraduate Program), Freshmen",DE211,A,工程圖學,Engineering Drawing *Teaching in English,Department Compulsory Courses,陳松郁,"CHEN,SONG-YU","401 ,5002 506 ,5002 507 ,5002"
"International Bachelor Program in Engineering(Undergraduate Program) , Sophomore",DE121,A,材料科學,Materials Science *Teaching in English *全校性跨領域--材料科技學程,Department Compulsory Courses,傅薈如,,"302 ,2008 303 ,2008 304 ,2008"
"International Bachelor Program in Engineering(Undergraduate Program) , Sophomore",DE201,A,工程專題討論（一）,Special Topics in Engineering I *Teaching in English,Department Compulsory Courses,黃麗芬,Li-Fen Huang,"208 ,2101 209 ,2101"
"International Bachelor Program in Engineering(Undergraduate Program) , Sophomore",DE204,A,實驗設計,Experimental Design *Teaching in English,Department Compulsory Courses,樂代義,YOGI TRI PRASETYO,"406 ,2112 407 ,2112 408 ,2112"
"International Bachelor Program in Engineering(Undergraduate Program) , Sophomore",DE207,A,綠色人因與永續工程,Green Ergonomics & Sustainable Manufacturing *Teaching in English,Department Compulsory Courses,樂代義,YOGI TRI PRASETYO,"402 ,2104 403 ,2104 404 ,2104"
"International Bachelor Program in Engineering(Undergraduate Program) , Sophomore",DE217,A1,工程數學（二）,Engineering Mathematics II *Teaching in English,Department Compulsory Courses,林育才,Yur-Tsai Lin,"202 ,3110 203 ,3110 204 ,3110"
"International Bachelor Program in Engineering(Undergraduate Program) , Sophomore",DE218,A,材料力學,Mechanics of Materials *Teaching in English,Department Compulsory Courses,沈家傑,Chia-Chieh Shen,"302 ,3101 303 ,3101 304 ,3101"
"International Bachelor Program in Engineering(Undergraduate Program) , Sophomore",DE235,A,輸送現象與單元操作（一）,Transport Phenomena and Unit Operations I *Teaching in English *全校性跨領域--綠色能源學程,Department Compulsory Courses,廖朝光,Chau-Kuang Liau,"304 ,2115 503 ,2115 504 ,2115"
"International Bachelor Program in Engineering(Undergraduate Program) , Sophomore",DE235,B,輸送現象與單元操作（一）,Transport Phenomena and Unit Operations I *Teaching in English *全校性跨領域--綠色能源學程,Department Compulsory Courses,廖朝光,Chau-Kuang Liau,"303 ,2115 501 ,2115 502 ,2115"
"International Bachelor Program in Engineering(Undergraduate Program) , Sophomore",DE236,A,物理化學（二）,Physical Chemistry II *Teaching in English,Department Compulsory Courses,王清海,,"104 ,2115 201 ,2115 202 ,2115"
"International Bachelor Program in Engineering(Undergraduate Program) , Sophomore",DE236,B,物理化學（二）,Physical Chemistry II *Teaching in English,Department Compulsory Courses,王清海,,"103 ,2115 203 ,2115 204 ,2115"
"International Bachelor Program in Engineering(Undergraduate Program) , Sophomore",DE253,A,線性代數,Linear Algebra *Teaching in English,Department Compulsory Courses,阮美心,NGUYEN THI MY HANH,"206 ,2115 207 ,2115 208 ,2115"
"International Bachelor Program in Engineering(Undergraduate Program) , Sophomore",DE253,B,線性代數,Linear Algebra *Teaching in English,Department Compulsory Courses,阮美心,NGUYEN THI MY HANH,"108 ,2008 109 ,2008 110 ,2008"
"International Bachelor Program in Engineering(Undergraduate Program) , Sophomore",DE354,A,生產計劃與管制（含實驗）（二）,Production Planning and Control II *Teaching in English,Department Compulsory Courses,蔡啟揚,Chi-Yang Tsai,"102 ,2621 103 ,2621 104 ,2621 409 ,2621"
"International Bachelor Program in Engineering(Undergraduate Program) , Sophomore",DE354,B,生產計劃與管制（含實驗）（二）,Production Planning and Control II *Teaching in English,Department Compulsory Courses,蔡啟揚,Chi-Yang Tsai,"106 ,2621 107 ,2621 108 ,2621 407 ,2621"
"Department of Electrical Engineering(Undergraduate Program), Freshmen",EEA112,A,邏輯電路設計,Digital Logic Design *智慧型控制學程 *數位科技應用學程 *積體電路設計學程,Department Compulsory Courses,施皇嘉,Huang-Chia Shih,"106 ,70205 203 ,70205 204 ,70205"
"Department of Electrical Engineering(Undergraduate Program), Freshmen",EEA112,B,邏輯電路設計,Digital Logic Design *智慧型控制學程 *數位科技應用學程 *積體電路設計學程,Department Compulsory Courses,陳敦裕,Duan-Yu Chen,"103 ,70205 201 ,70205 202 ,70205"
"Department of Electrical Engineering(Undergraduate Program), Freshmen",EEA122,A,普通物理（二）,General PhysicsII *Teaching in English,Department Compulsory Courses,蘇泰元,,"407 ,70206 408 ,70206 509 ,70206 510 ,70206"
"Department of Electrical Engineering(Undergraduate Program), Freshmen",EEA122,B,普通物理（二）,General PhysicsII *Teaching in English,Department Compulsory Courses,蘇泰元,,"403 ,70206 404 ,70206 506 ,70206 507 ,70206"
"Department of Electrical Engineering(Undergraduate Program), Freshmen",EEA124,A,普通物理實驗（二）,General Physics Lab.II,Department Compulsory Courses,林書彥,,"107 ,70309 108 ,70309 109 ,70309"
"Department of Electrical Engineering(Undergraduate Program), Freshmen",EEA124,B,普通物理實驗（二）,General Physics Lab.II,Department Compulsory Courses,林書彥,,"207 ,70309 208 ,70309 209 ,70309"
"Department of Electrical Engineering(Undergraduate Program), Freshmen",EEA125,A,微積分（二）,CalculusII,Department Compulsory Courses,張玲華,,"210 ,70103 409 ,70103 410 ,70103"
"Department of Electrical Engineering(Undergraduate Program), Freshmen",EEA125,B,微積分（二）,CalculusII,Department Compulsory Courses,熊甘霖,,"106 ,70101 107 ,70101 204 ,70101"
"Department of Electrical Engineering(Undergraduate Program), Freshmen",EEA128,A,邏輯電路設計實驗,Digital Logic Design Laboratory,Department Compulsory Courses,張玲華,,"506 ,70308 507 ,70308 508 ,70308"
"Department of Electrical Engineering(Undergraduate Program), Freshmen",EEA128,B,邏輯電路設計實驗,Digital Logic Design Laboratory,Department Compulsory Courses,張玲華,,"302 ,70308 303 ,70308 304 ,70308"
"Department of Electrical Engineering(Undergraduate Program), Freshmen",EEA130,A,程式語言實驗（二）,Programming Language Lab.II *智慧電網學程 *數位科技應用學程,Department Compulsory Courses,趙一芬,,"404 ,70405"
"Department of Electrical Engineering(Undergraduate Program), Freshmen",EEA130,B,程式語言實驗（二）,Programming Language Lab.II *智慧電網學程 *數位科技應用學程,Department Compulsory Courses,趙一芬,,"409 ,70405"
"Department of Electrical Engineering(Undergraduate Program) , Sophomore",EEA204,A,工程數學（二）,Engineering MathematicsII,Department Compulsory Courses,王緒翔,"WANG,SYU-SIANG","208 ,70102 209 ,70102 210 ,70102 502 ,70102"
"Department of Electrical Engineering(Undergraduate Program) , Sophomore",EEA204,B,工程數學（二）,Engineering MathematicsII,Department Compulsory Courses,王緒翔,"WANG,SYU-SIANG","207 ,70102 302 ,70102 303 ,70102 304 ,70102"
"Department of Electrical Engineering(Undergraduate Program) , Sophomore",EEA206,A,電子學（二）,ElectronicsII *智慧型控制學程 *積體電路設計學程,Department Compulsory Courses,林鴻文,,"108 ,70101 109 ,70101 402 ,70101"
"Department of Electrical Engineering(Undergraduate Program) , Sophomore",EEA206,B,電子學（二）,ElectronicsII *智慧型控制學程 *積體電路設計學程,Department Compulsory Courses,林鴻文,,"103 ,70101 104 ,70101 409 ,70101"
"Department of Electrical Engineering(Undergraduate Program) , Sophomore",EEA227,A,電磁學（一）,ElectromagneticsI *全校性跨領域--綠色能源學程 *智慧電網學程,Department Compulsory Courses,陳鏗元,Keng-Yuan Chen,"103 ,70102 104 ,70102 203 ,70102"
"Department of Electrical Engineering(Undergraduate Program) , Sophomore",EEA227,B,電磁學（一）,ElectromagneticsI *全校性跨領域--綠色能源學程 *智慧電網學程,Department Compulsory Courses,陳鏗元,Keng-Yuan Chen,"106 ,70102 107 ,70102 204 ,70102"
"Department of Electrical Engineering(Undergraduate Program) , Sophomore",EEA232,A,電子電路實驗（二）,Electronic Circuits ExperimentsII,Department Compulsory Courses,郭岳芳,"KUO,YUE-FANG","407 ,70308 408 ,70308 409 ,70308"
"Department of Electrical Engineering(Undergraduate Program) , Sophomore",EEA232,B,電子電路實驗（二）,Electronic Circuits ExperimentsII,Department Compulsory Courses,郭岳芳,"KUO,YUE-FANG","402 ,70308 403 ,70308 404 ,70308"
"Department of Electrical Engineering(Undergraduate Program) , Sophomore",EEA243,A,進階電路學,Advance in Electric Circuits *智慧電網學程,Department Compulsory Courses,李宇軒,,"106 ,70103 107 ,70103 204 ,70103"
"Department of Electrical Engineering(Undergraduate Program) , Sophomore",EEA243,B,進階電路學,Advance in Electric Circuits *智慧電網學程,Department Compulsory Courses,李宇軒,,"108 ,70103 109 ,70103 203 ,70103"
"Department of Electrical Engineering(Undergraduate Program) , Sophomore",EEA305,A,訊號與系統,Signals and Systems *智慧生醫學程,Department Compulsory Courses,林承鴻,Cheng-Hung Lin,"207 ,70101 403 ,70101 404 ,70101"
"Department of Electrical Engineering(Undergraduate Program) , Sophomore",EEA305,B,訊號與系統,Signals and Systems *智慧生醫學程,Department Compulsory Courses,林承鴻,Cheng-Hung Lin,"208 ,70101 407 ,70101 408 ,70101"
"Department of Electrical Engineering(Undergraduate Program) , Sophomore",EEA478,A,電機專題,Electrical Topics,,郭文興,Wen-Hsing Kuo,"503 ,60312 504 ,60312"
"Department of Electrical Engineering(Undergraduate Program), Freshmen",EEB102,A,微積分（二）,CalculusII,Department Compulsory Courses,陳念偉,Nan-Wei Chen,"202 ,70109 203 ,70109 204 ,70109"
